"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2021-11-28","EAST",26,12,63,31,15,5,3
"2021-11-29","EAST",28,13,61,31,16,3,3
"2021-11-30","EAST",33,14,59,36,17,3,3
"2021-12-01","EAST",34,16,58,37,19,3,3
"2021-12-02","EAST",26,13,56,30,15,4,2
"2021-12-03","EAST",34,17,65,38,19,4,2
"2021-12-04","EAST",31,15,60,36,19,5,4
"2021-12-05","EAST",31,17,67,35,21,4,4
"2021-12-06","EAST",33,16,63,37,19,4,3
"2021-12-07","EAST",31,13,58,36,17,5,4
"2021-12-08","EAST",28,14,62,32,18,4,4
"2021-12-09","EAST",27,16,60,32,19,5,3
"2021-12-10","EAST",28,17,77,33,21,5,4
"2021-12-11","EAST",31,17,96,36,20,5,3
"2021-12-12","EAST",32,17,77,37,21,5,4
"2021-12-13","EAST",30,19,78,36,23,6,4
"2021-12-14","EAST",29,20,48,36,23,7,3
"2021-12-15","EAST",29,19,62,36,21,7,2
"2021-12-16","EAST",30,21,82,36,23,6,2
"2021-12-17","EAST",27,20,67,33,22,6,2
"2021-12-18","EAST",29,23,67,32,24,3,1
"2021-12-19","EAST",29,23,77,32,25,3,2
"2021-12-20","EAST",30,23,74,33,24,3,1
"2021-12-21","EAST",31,23,83,35,24,4,1
"2021-12-22","EAST",32,20,88,35,21,3,1
"2021-12-23","EAST",29,18,82,31,19,2,1
"2021-12-24","EAST",27,14,94,30,15,3,1
"2021-12-25","EAST",26,14,107,29,15,3,1
"2021-12-26","EAST",27,16,144,31,18,4,2
"2021-12-27","EAST",31,15,154,35,18,4,3
"2021-12-28","EAST",30,13,179,34,16,4,3
"2021-12-29","EAST",37,15,207,41,18,4,3
"2021-12-30","EAST",42,14,254,46,16,4,2
"2021-12-31","EAST",44,14,285,48,15,4,1
"2022-01-01","EAST",42,15,318,46,16,4,1
"2022-01-02","EAST",44,17,387,48,17,4,0
"2022-01-03","EAST",48,21,420,52,21,4,0
"2022-01-04","EAST",49,18,457,53,18,4,0
"2022-01-05","EAST",49,24,510,53,25,4,1
"2022-01-06","EAST",56,32,564,60,33,4,1
"2022-01-07","EAST",76,40,620,80,41,4,1
"2022-01-08","EAST",83,47,705,88,48,5,1
"2022-01-09","EAST",97,49,730,101,50,4,1
"2022-01-10","EAST",110,53,719,114,54,4,1
"2022-01-11","EAST",116,52,822,121,54,5,2
"2022-01-12","EAST",112,51,854,115,52,3,1
"2022-01-13","EAST",119,57,897,121,58,2,1
"2022-01-14","EAST",123,61,888,125,62,2,1
"2022-01-15","EAST",123,65,917,125,66,2,1
"2022-01-16","EAST",123,66,958,124,66,1,0
"2022-01-17","EAST",120,63,926,121,63,1,0
"2022-01-18","EAST",118,60,886,119,60,1,0
"2022-01-19","EAST",121,49,871,123,49,2,0
"2022-01-20","EAST",119,63,885,122,64,3,1
"2022-01-21","EAST",126,74,867,131,75,5,1
"2022-01-22","EAST",131,80,861,136,81,5,1
"2022-01-23","EAST",127,75,857,133,77,6,2
"2022-01-24","EAST",127,75,821,134,77,7,2
"2022-01-25","EAST",128,75,803,132,77,4,2
"2022-01-26","EAST",121,67,800,127,68,6,1
"2022-01-27","EAST",133,76,776,138,78,5,2
"2022-01-28","EAST",120,77,750,126,80,6,3
"2022-01-29","EAST",126,56,727,133,59,7,3
"2022-01-30","EAST",121,60,746,126,61,5,1
"2022-01-31","EAST",118,63,648,123,66,5,3
"2022-02-01","EAST",113,63,630,117,67,4,4
"2022-02-02","EAST",108,72,612,113,76,5,4
"2022-02-03","EAST",107,65,578,112,67,5,2
"2022-02-04","EAST",102,48,516,108,50,6,2
"2022-02-05","EAST",98,55,527,104,59,6,4
"2022-02-06","EAST",105,58,530,109,60,4,2
"2022-02-07","EAST",102,62,481,106,64,4,2
"2022-02-08","EAST",99,61,428,106,63,7,2
"2022-02-09","EAST",94,56,431,102,60,8,4
"2022-02-10","EAST",90,56,412,98,60,8,4
"2022-02-11","EAST",82,53,340,91,57,9,4
"2022-02-12","EAST",76,40,343,87,44,11,4
"2022-02-13","EAST",74,42,383,83,47,9,5
"2022-02-14","EAST",71,42,349,83,49,12,7
"2022-02-15","EAST",64,40,344,77,47,13,7
"2022-02-16","EAST",62,44,315,75,51,13,7
"2022-02-17","EAST",62,37,309,76,41,14,4
"2022-02-18","EAST",61,43,271,74,50,13,7
"2022-02-19","EAST",61,39,280,71,46,10,7
"2022-02-20","EAST",63,39,278,73,46,10,7
"2022-02-21","EAST",61,31,282,72,39,11,8
"2022-02-22","EAST",62,36,264,73,42,11,6
"2022-02-23","EAST",57,36,251,67,43,10,7
"2022-02-24","EAST",57,31,247,67,37,10,6
"2022-02-25","EAST",59,28,232,67,33,8,5
"2022-02-26","EAST",54,34,217,62,39,8,5
"2022-02-27","EAST",52,27,208,60,32,8,5
"2022-02-28","EAST",53,26,189,60,31,7,5
"2022-03-01","EAST",53,32,198,61,37,8,5
"2022-03-02","EAST",49,24,198,58,28,9,4
"2022-03-03","EAST",49,23,192,59,28,10,5
"2022-03-04","EAST",47,20,153,56,24,9,4
"2022-03-05","EAST",46,22,162,55,27,9,5
"2022-03-06","EAST",44,27,166,56,35,12,8
"2022-03-07","EAST",44,24,160,58,30,14,6
"2022-03-08","EAST",46,26,160,60,33,14,7
"2022-03-09","EAST",50,28,158,65,35,15,7
"2022-03-10","EAST",47,24,169,62,31,15,7
"2022-03-11","EAST",45,22,162,61,28,16,6
"2022-03-12","EAST",43,21,166,58,29,15,8
"2022-03-13","EAST",42,18,172,58,24,16,6
"2022-03-14","EAST",41,20,165,58,27,17,7
"2022-03-15","EAST",40,15,150,54,23,14,8
"2022-03-16","EAST",38,14,147,54,20,16,6
"2022-03-17","EAST",41,18,159,54,25,13,7
"2022-03-18","EAST",37,17,147,49,24,12,7
"2022-03-19","EAST",35,17,163,47,24,12,7
"2022-03-20","EAST",33,15,158,45,22,12,7
"2022-03-21","EAST",35,16,133,46,24,11,8
"2022-03-22","EAST",31,15,137,42,21,11,6
"2022-03-23","EAST",34,16,136,45,23,11,7
"2022-03-24","EAST",36,19,131,47,25,11,6
"2022-03-25","EAST",34,20,114,45,26,11,6
"2022-03-26","EAST",33,23,143,45,31,12,8
"2022-03-27","EAST",33,22,148,44,30,11,8
"2022-03-28","EAST",36,18,151,48,24,12,6
"2022-03-29","EAST",34,20,167,46,28,12,8
"2022-03-30","EAST",34,18,181,47,26,13,8
"2022-03-31","EAST",33,19,160,46,27,13,8
"2022-04-01","EAST",31,20,185,42,28,11,8
"2022-04-02","EAST",31,20,208,43,27,12,7
"2022-04-03","EAST",33,20,265,44,28,11,8
"2022-04-04","EAST",33,21,255,46,29,13,8
"2022-04-05","EAST",32,15,284,45,19,13,4
"2022-04-06","EAST",35,19,261,45,23,10,4
"2022-04-07","EAST",39,19,279,50,23,11,4
"2022-04-08","EAST",39,20,234,48,23,9,3
"2022-04-09","EAST",45,22,267,53,25,8,3
"2022-04-10","EAST",46,18,287,58,22,12,4
"2022-04-11","EAST",45,19,314,58,24,13,5
"2022-04-12","EAST",43,17,306,57,23,14,6
"2022-04-13","EAST",43,17,317,57,20,14,3
"2022-04-14","EAST",46,19,300,58,21,12,2
"2022-04-15","EAST",48,18,349,57,20,9,2
"2022-04-16","EAST",53,19,333,62,21,9,2
"2022-04-17","EAST",56,23,357,65,25,9,2
"2022-04-18","EAST",56,18,377,68,21,12,3
"2022-04-19","EAST",56,22,382,66,26,10,4
"2022-04-20","EAST",61,20,376,71,25,10,5
"2022-04-21","EAST",61,22,361,73,26,12,4
"2022-04-22","EAST",53,19,358,64,22,11,3
"2022-04-23","EAST",54,19,369,65,24,11,5
"2022-04-24","EAST",61,22,367,72,26,11,4
"2022-04-25","EAST",56,22,359,66,27,10,5
"2022-04-26","EAST",56,20,389,68,24,12,4
"2022-04-27","EAST",55,21,380,65,28,10,7
"2022-04-28","EAST",55,20,390,66,27,11,7
"2022-04-29","EAST",51,13,375,61,19,10,6
"2022-04-30","EAST",50,18,386,61,25,11,7
"2022-05-01","EAST",60,16,405,70,23,10,7
"2022-05-02","EAST",55,12,382,63,17,8,5
"2022-05-03","EAST",50,16,367,60,22,10,6
"2022-05-04","EAST",51,17,375,63,24,12,7
"2022-05-05","EAST",52,17,335,64,25,12,8
"2022-05-06","EAST",54,17,320,67,25,13,8
"2022-05-07","EAST",46,16,321,59,23,13,7
"2022-05-08","EAST",46,14,354,59,22,13,8
"2022-05-09","EAST",41,10,345,54,16,13,6
"2022-05-10","EAST",33,8,330,47,16,14,8
"2022-05-11","EAST",35,12,316,49,21,14,9
"2022-05-12","EAST",36,13,291,50,21,14,8
"2022-05-13","EAST",32,11,284,46,19,14,8
"2022-05-14","EAST",30,12,264,43,19,13,7
"2022-05-15","EAST",34,15,279,45,21,11,6
"2022-05-16","EAST",36,18,276,47,24,11,6
"2022-05-17","EAST",30,16,265,41,22,11,6
"2022-05-18","EAST",34,16,259,46,22,12,6
"2022-05-19","EAST",35,16,244,46,21,11,5
"2022-05-20","EAST",32,18,223,45,24,13,6
"2022-05-21","EAST",31,17,221,42,23,11,6
"2022-05-22","EAST",31,16,218,42,22,11,6
"2022-05-23","EAST",31,12,217,41,17,10,5
"2022-05-24","EAST",35,18,229,44,23,9,5
"2022-05-25","EAST",34,16,207,42,22,8,6
"2022-05-26","EAST",34,15,176,42,21,8,6
"2022-05-27","EAST",30,16,151,37,22,7,6
"2022-05-28","EAST",32,15,147,39,21,7,6
"2022-05-29","EAST",32,15,167,39,21,7,6
"2022-05-30","EAST",30,10,166,37,15,7,5
"2022-05-31","EAST",25,13,141,32,19,7,6
"2022-06-01","EAST",22,11,139,29,16,7,5
"2022-06-02","EAST",20,8,128,27,12,7,4
"2022-06-03","EAST",21,9,119,29,15,8,6
"2022-06-04","EAST",19,6,113,28,12,9,6
"2022-06-05","EAST",18,8,115,28,13,10,5
"2022-06-06","EAST",19,7,119,30,12,11,5
"2022-06-07","EAST",15,4,109,26,9,11,5
"2022-06-08","EAST",15,2,110,27,7,12,5
"2022-06-09","EAST",12,5,104,25,13,13,8
"2022-06-10","EAST",13,5,100,24,12,11,7
"2022-06-11","EAST",14,4,95,24,9,10,5
"2022-06-12","EAST",15,2,89,25,7,10,5
"2022-06-13","EAST",15,3,83,25,8,10,5
"2022-06-14","EAST",15,3,75,27,7,12,4
"2022-06-15","EAST",14,2,81,25,6,11,4
"2022-06-16","EAST",10,3,74,21,10,11,7
"2022-06-17","EAST",10,3,73,19,8,9,5
"2022-06-18","EAST",9,3,83,20,8,11,5
"2022-06-19","EAST",9,3,88,20,7,11,4
"2022-06-20","EAST",10,4,81,20,10,10,6
"2022-06-21","EAST",11,2,86,20,6,9,4
"2022-06-22","EAST",13,2,87,22,6,9,4
"2022-06-23","EAST",13,3,99,22,8,9,5
"2022-06-24","EAST",10,2,89,18,6,8,4
"2022-06-25","EAST",11,3,92,19,7,8,4
"2022-06-26","EAST",10,3,94,18,7,8,4
"2022-06-27","EAST",10,2,85,17,3,7,1
"2022-06-28","EAST",11,4,116,17,6,6,2
"2022-06-29","EAST",13,3,116,19,5,6,2
"2022-06-30","EAST",12,4,167,19,6,7,2
"2022-07-01","EAST",10,5,141,17,7,7,2
"2022-07-02","EAST",11,4,149,16,6,5,2
"2022-07-03","EAST",10,3,162,15,5,5,2
"2022-07-04","EAST",16,3,158,23,5,7,2
"2022-07-05","EAST",19,4,160,26,6,7,2
"2022-07-06","EAST",20,2,189,26,5,6,3
"2022-07-07","EAST",19,3,213,23,6,4,3
"2022-07-08","EAST",14,4,199,18,7,4,3
"2022-07-09","EAST",15,6,206,19,9,4,3
"2022-07-10","EAST",18,5,219,22,8,4,3
"2022-07-11","EAST",20,6,245,23,9,3,3
"2022-07-12","EAST",24,6,251,27,9,3,3
"2022-07-13","EAST",26,9,278,30,12,4,3
"2022-07-14","EAST",29,11,302,35,15,6,4
"2022-07-15","EAST",26,12,284,32,15,6,3
"2022-07-16","EAST",24,10,309,31,14,7,4
"2022-07-17","EAST",29,10,346,37,15,8,5
"2022-07-18","EAST",33,9,366,40,14,7,5
"2022-07-19","EAST",32,12,366,38,16,6,4
"2022-07-20","EAST",34,12,414,40,16,6,4
"2022-07-21","EAST",32,11,405,38,15,6,4
"2022-07-22","EAST",28,10,372,33,13,5,3
"2022-07-23","EAST",27,9,390,32,11,5,2
"2022-07-24","EAST",25,9,413,30,12,5,3
"2022-07-25","EAST",27,11,407,33,14,6,3
"2022-07-26","EAST",30,11,401,36,14,6,3
"2022-07-27","EAST",31,11,394,36,12,5,1
"2022-07-28","EAST",33,13,395,38,15,5,2
"2022-07-29","EAST",38,16,353,44,18,6,2
"2022-07-30","EAST",39,14,355,43,16,4,2
"2022-07-31","EAST",43,13,370,47,14,4,1
"2022-08-01","EAST",43,10,383,46,11,3,1
"2022-08-02","EAST",39,11,375,42,12,3,1
"2022-08-03","EAST",37,13,359,41,14,4,1
"2022-08-04","EAST",37,15,340,42,16,5,1
"2022-08-05","EAST",32,13,310,36,14,4,1
"2022-08-06","EAST",34,14,310,39,16,5,2
"2022-08-07","EAST",31,15,345,35,18,4,3
"2022-08-08","EAST",34,14,324,39,17,5,3
"2022-08-09","EAST",33,10,334,38,13,5,3
"2022-08-10","EAST",36,12,339,41,15,5,3
"2022-08-11","EAST",34,12,339,41,14,7,2
"2022-08-12","EAST",33,12,286,40,13,7,1
"2022-08-13","EAST",33,15,301,40,16,7,1
"2022-08-14","EAST",28,13,314,36,14,8,1
"2022-08-15","EAST",33,10,329,43,16,10,6
"2022-08-16","EAST",33,9,336,42,14,9,5
"2022-08-17","EAST",29,8,323,38,12,9,4
"2022-08-18","EAST",27,10,319,35,15,8,5
"2022-08-19","EAST",28,11,277,37,19,9,8
"2022-08-20","EAST",31,10,300,42,18,11,8
"2022-08-21","EAST",30,8,349,41,14,11,6
"2022-08-22","EAST",30,10,307,39,16,9,6
"2022-08-23","EAST",26,7,303,36,12,10,5
"2022-08-24","EAST",24,8,317,35,12,11,4
"2022-08-25","EAST",19,9,299,29,13,10,4
"2022-08-26","EAST",17,6,266,27,12,10,6
"2022-08-27","EAST",19,8,258,30,14,11,6
"2022-08-28","EAST",20,8,289,32,15,12,7
"2022-08-29","EAST",23,9,297,34,17,11,8
"2022-08-30","EAST",23,9,301,35,17,12,8
"2022-08-31","EAST",20,7,280,32,12,12,5
"2022-09-01","EAST",22,11,280,34,16,12,5
"2022-09-02","EAST",25,11,250,37,16,12,5
"2022-09-03","EAST",27,11,242,39,16,12,5
"2022-09-04","EAST",27,12,268,38,16,11,4
"2022-09-05","EAST",30,10,280,39,14,9,4
"2022-09-06","EAST",31,9,290,40,13,9,4
"2022-09-07","EAST",30,8,284,38,12,8,4
"2022-09-08","EAST",30,9,278,37,12,7,3
"2022-09-09","EAST",28,6,273,34,10,6,4
"2022-09-10","EAST",27,8,292,35,12,8,4
"2022-09-11","EAST",23,7,307,32,12,9,5
"2022-09-12","EAST",21,8,293,31,12,10,4
"2022-09-13","EAST",26,12,294,36,17,10,5
"2022-09-14","EAST",30,12,310,42,17,12,5
"2022-09-15","EAST",34,12,305,45,16,11,4
"2022-09-16","EAST",31,10,283,40,14,9,4
"2022-09-17","EAST",28,11,276,36,15,8,4
"2022-09-18","EAST",32,12,285,43,19,11,7
"2022-09-19","EAST",31,11,310,42,15,11,4
"2022-09-20","EAST",30,9,318,38,12,8,3
"2022-09-21","EAST",28,10,320,37,16,9,6
"2022-09-22","EAST",25,7,344,35,10,10,3
"2022-09-23","EAST",27,8,332,35,12,8,4
"2022-09-24","EAST",30,12,319,37,16,7,4
"2022-09-25","EAST",34,15,340,41,16,7,1
"2022-09-26","EAST",33,14,328,43,17,10,3
"2022-09-27","EAST",32,12,344,41,16,9,4
"2022-09-28","EAST",35,14,358,44,18,9,4
"2022-09-29","EAST",37,12,370,45,16,8,4
"2022-09-30","EAST",40,15,351,47,20,7,5
"2022-10-01","EAST",36,13,347,43,17,7,4
"2022-10-02","EAST",35,10,348,43,13,8,3
"2022-10-03","EAST",41,9,353,50,12,9,3
"2022-10-04","EAST",39,8,359,48,12,9,4
"2022-10-05","EAST",39,12,370,50,16,11,4
"2022-10-06","EAST",33,10,370,44,16,11,6
"2022-10-07","EAST",32,14,357,41,19,9,5
"2022-10-08","EAST",27,9,360,36,14,9,5
"2022-10-09","EAST",29,8,376,38,11,9,3
"2022-10-10","EAST",35,10,423,43,13,8,3
"2022-10-11","EAST",34,11,438,42,14,8,3
"2022-10-12","EAST",33,11,452,39,15,6,4
"2022-10-13","EAST",35,10,448,40,14,5,4
"2022-10-14","EAST",32,10,391,39,14,7,4
"2022-10-15","EAST",35,11,420,41,15,6,4
"2022-10-16","EAST",43,9,455,49,13,6,4
"2022-10-17","EAST",38,12,473,44,16,6,4
"2022-10-18","EAST",33,13,461,42,17,9,4
"2022-10-19","EAST",33,14,482,42,18,9,4
"2022-10-20","EAST",35,15,484,42,19,7,4
"2022-10-21","EAST",38,14,451,46,19,8,5
"2022-10-22","EAST",45,13,469,53,17,8,4
"2022-10-23","EAST",35,14,493,43,18,8,4
"2022-10-24","EAST",34,13,504,42,17,8,4
"2022-10-25","EAST",35,12,490,44,15,9,3
"2022-10-26","EAST",29,12,473,37,18,8,6
"2022-10-27","EAST",27,12,439,35,17,8,5
"2022-10-28","EAST",27,12,411,36,14,9,2
"2022-10-29","EAST",25,13,416,33,16,8,3
"2022-10-30","EAST",24,11,431,32,14,8,3
"2022-10-31","EAST",28,10,402,36,13,8,3
"2022-11-01","EAST",28,11,401,36,13,8,2
"2022-11-02","EAST",27,10,420,36,12,9,2
"2022-11-03","EAST",32,11,408,40,12,8,1
"2022-11-04","EAST",34,10,381,42,11,8,1
"2022-11-05","EAST",35,14,359,44,15,9,1
"2022-11-06","EAST",37,13,389,46,15,9,2
"2022-11-07","EAST",34,13,388,43,14,9,1
"2022-11-08","EAST",31,12,383,40,13,9,1
"2022-11-09","EAST",28,9,375,37,11,9,2
"2022-11-10","EAST",23,9,346,30,12,7,3
"2022-11-11","EAST",28,11,346,33,13,5,2
"2022-11-12","EAST",28,8,343,34,11,6,3
"2022-11-13","EAST",25,6,335,32,9,7,3
"2022-11-14","EAST",22,9,320,28,11,6,2
"2022-11-15","EAST",21,8,324,27,8,6,0
"2022-11-16","EAST",20,10,309,27,12,7,2
"2022-11-17","EAST",24,11,296,33,14,9,3
"2022-11-18","EAST",25,10,263,34,13,9,3
"2022-11-19","EAST",24,13,270,33,16,9,3
"2022-11-20","EAST",25,12,264,33,15,8,3
"2022-11-21","EAST",27,11,217,34,14,7,3
"2022-11-22","EAST",29,14,186,37,16,8,2
"2022-11-23","EAST",26,12,232,35,15,9,3
"2022-11-24","EAST",25,13,232,34,15,9,2
"2022-11-25","EAST",29,10,235,35,13,6,3
"2022-11-26","EAST",33,11,239,36,14,3,3
"2022-11-27","EAST",32,11,258,35,14,3,3
"2022-11-28","EAST",28,11,239,30,11,2,0
"2022-11-29","EAST",28,9,244,30,9,2,0
"2022-11-30","EAST",25,10,246,28,10,3,0
"2022-12-01","EAST",24,10,239,27,10,3,0
"2022-12-02","EAST",30,12,234,33,12,3,0
"2022-12-03","EAST",29,11,253,31,11,2,0
"2022-12-04","EAST",30,11,252,32,11,2,0
"2022-12-05","EAST",27,9,262,30,9,3,0
"2022-12-06","EAST",24,9,269,27,9,3,0
"2022-12-07","EAST",21,9,281,25,9,4,0
"2022-12-08","EAST",22,11,268,27,11,5,0
"2022-12-09","EAST",22,9,245,27,10,5,1
"2022-12-10","EAST",20,8,187,25,9,5,1
"2022-12-11","EAST",21,8,289,26,9,5,1
"2022-12-12","EAST",24,11,274,27,12,3,1
"2022-12-13","EAST",20,10,274,23,11,3,1
"2022-12-14","EAST",22,11,287,25,12,3,1
"2022-12-15","EAST",25,10,293,29,11,4,1
"2022-12-16","EAST",22,10,276,27,11,5,1
"2022-12-17","EAST",23,10,284,29,11,6,1
"2022-12-18","EAST",29,14,299,33,15,4,1
"2022-12-19","EAST",27,13,276,32,14,5,1
"2022-12-20","EAST",26,9,260,30,10,4,1
"2022-12-21","EAST",26,10,279,30,12,4,2
"2022-12-22","EAST",25,9,268,28,10,3,1
"2022-12-23","EAST",25,9,243,28,10,3,1
"2022-12-24","EAST",25,8,226,28,9,3,1
"2022-12-25","EAST",23,7,243,26,8,3,1
"2022-12-26","EAST",22,6,256,28,8,6,2
"2022-12-27","EAST",25,7,262,32,10,7,3
"2022-12-28","EAST",26,8,281,35,10,9,2
"2022-12-29","EAST",28,10,284,38,13,10,3
"2022-12-30","EAST",29,11,283,35,14,6,3
"2022-12-31","EAST",32,12,275,39,16,7,4
"2023-01-01","EAST",29,11,258,35,15,6,4
"2023-01-02","EAST",31,12,283,38,17,7,5
"2023-01-03","EAST",33,12,288,39,16,6,4
"2023-01-04","EAST",32,9,282,38,13,6,4
"2023-01-05","EAST",36,11,281,41,14,5,3
"2023-01-06","EAST",28,9,288,33,12,5,3
"2023-01-07","EAST",29,11,266,35,14,6,3
"2023-01-08","EAST",34,10,280,42,12,8,2
"2023-01-09","EAST",30,9,264,37,12,7,3
"2023-01-10","EAST",28,13,306,34,16,6,3
"2023-01-11","EAST",31,13,237,36,16,5,3
"2023-01-12","EAST",34,13,252,38,15,4,2
"2023-01-13","EAST",33,14,240,37,16,4,2
"2023-01-14","EAST",31,15,256,35,17,4,2
"2023-01-15","EAST",33,14,258,38,17,5,3
"2023-01-16","EAST",30,11,241,35,14,5,3
"2023-01-17","EAST",30,14,241,36,17,6,3
"2023-01-18","EAST",32,15,255,38,18,6,3
"2023-01-19","EAST",33,13,246,40,15,7,2
"2023-01-20","EAST",33,11,253,42,12,9,1
"2023-01-21","EAST",32,10,255,39,11,7,1
"2023-01-22","EAST",32,12,272,39,13,7,1
"2023-01-23","EAST",30,11,247,37,14,7,3
"2023-01-24","EAST",30,13,254,37,16,7,3
"2023-01-25","EAST",28,11,244,36,14,8,3
"2023-01-26","EAST",29,11,250,36,13,7,2
"2023-01-27","EAST",24,11,232,29,14,5,3
"2023-01-28","EAST",27,8,253,33,10,6,2
"2023-01-29","EAST",26,9,241,32,12,6,3
"2023-01-30","EAST",29,7,223,35,11,6,4
"2023-01-31","EAST",28,8,239,33,12,5,4
"2023-02-01","EAST",24,6,226,29,10,5,4
"2023-02-02","EAST",20,5,232,25,9,5,4
"2023-02-03","EAST",17,4,225,21,8,4,4
"2023-02-04","EAST",19,4,231,24,8,5,4
"2023-02-05","EAST",21,8,245,25,12,4,4
"2023-02-06","EAST",19,9,244,24,12,5,3
"2023-02-07","EAST",19,7,251,23,8,4,1
"2023-02-08","EAST",19,7,234,23,9,4,2
"2023-02-09","EAST",18,6,219,21,7,3,1
"2023-02-10","EAST",22,6,233,25,7,3,1
"2023-02-11","EAST",19,5,238,22,7,3,2
"2023-02-12","EAST",20,5,244,25,7,5,2
"2023-02-13","EAST",20,5,231,26,7,6,2
"2023-02-14","EAST",19,8,249,22,11,3,3
"2023-02-15","EAST",18,9,243,20,11,2,2
"2023-02-16","EAST",15,9,219,17,11,2,2
"2023-02-17","EAST",14,8,181,17,11,3,3
"2023-02-18","EAST",12,8,224,16,10,4,2
"2023-02-19","EAST",12,9,231,14,10,2,1
"2023-02-20","EAST",16,10,248,18,11,2,1
"2023-02-21","EAST",17,8,244,18,9,1,1
"2023-02-22","EAST",16,7,268,17,7,1,0
"2023-02-23","EAST",19,6,265,20,6,1,0
"2023-02-24","EAST",19,5,260,20,6,1,1
"2023-02-25","EAST",20,6,258,24,6,4,0
"2023-02-26","EAST",22,8,269,26,9,4,1
"2023-02-27","EAST",22,7,256,25,8,3,1
"2023-02-28","EAST",19,6,249,22,7,3,1
"2023-03-01","EAST",19,4,257,22,5,3,1
"2023-03-02","EAST",18,6,279,21,7,3,1
"2023-03-03","EAST",16,4,249,18,5,2,1
"2023-03-04","EAST",13,3,265,15,4,2,1
"2023-03-05","EAST",14,3,256,16,3,2,0
"2023-03-06","EAST",17,2,240,19,3,2,1
"2023-03-07","EAST",17,3,235,19,4,2,1
"2023-03-08","EAST",19,2,245,21,3,2,1
"2023-03-09","EAST",19,3,237,21,4,2,1
"2023-03-10","EAST",23,4,217,25,4,2,0
"2023-03-11","EAST",24,5,217,27,6,3,1
"2023-03-12","EAST",23,4,211,26,4,3,0
"2023-03-13","EAST",23,4,192,26,5,3,1
"2023-03-14","EAST",20,5,201,22,6,2,1
"2023-03-15","EAST",19,5,212,22,6,3,1
"2023-03-16","EAST",17,0,221,20,0,3,0
"2023-03-17","EAST",16,3,211,19,4,3,1
"2023-03-18","EAST",23,4,220,25,5,2,1
"2023-03-19","EAST",23,4,222,25,5,2,1
"2023-03-20","EAST",22,3,202,24,4,2,1
"2023-03-21","EAST",23,4,209,26,5,3,1
"2023-03-22","EAST",22,5,192,25,6,3,1
"2023-03-23","EAST",23,4,213,27,5,4,1
"2023-03-24","EAST",19,5,176,23,6,4,1
"2023-03-25","EAST",21,7,194,25,8,4,1
"2023-03-26","EAST",19,5,198,23,6,4,1
"2023-03-27","EAST",17,2,168,25,3,8,1
"2023-03-28","EAST",15,4,170,22,6,7,2
"2023-03-29","EAST",14,3,177,19,5,5,2
"2023-03-30","EAST",13,2,175,17,4,4,2
"2023-03-31","EAST",10,2,168,14,2,4,0
"2023-04-01","EAST",8,2,160,14,3,6,1
"2023-04-02","EAST",11,3,199,16,5,5,2
"2023-04-03","EAST",9,3,189,14,4,5,1
"2023-04-04","EAST",9,3,171,14,5,5,2
"2023-04-05","EAST",10,1,165,15,2,5,1
"2023-04-06","EAST",12,2,154,17,3,5,1
"2023-04-07","EAST",11,3,170,16,3,5,0
"2023-04-08","EAST",12,3,182,17,4,5,1
"2023-04-09","EAST",13,3,182,18,4,5,1
"2023-04-10","EAST",14,4,161,20,5,6,1
"2023-04-11","EAST",12,3,148,18,4,6,1
"2023-04-12","EAST",11,3,149,15,4,4,1
"2023-04-13","EAST",15,3,148,19,4,4,1
"2023-04-14","EAST",14,2,143,18,3,4,1
"2023-04-15","EAST",14,2,143,18,4,4,2
"2023-04-16","EAST",14,3,168,18,5,4,2
"2023-04-17","EAST",15,6,160,18,7,3,1
"2023-04-18","EAST",16,5,157,20,7,4,2
"2023-04-19","EAST",15,4,150,19,6,4,2
"2023-04-20","EAST",14,6,155,19,7,5,1
"2023-04-21","EAST",16,6,138,21,8,5,2
"2023-04-22","EAST",19,5,108,24,7,5,2
"2023-04-23","EAST",19,7,147,23,10,4,3
"2023-04-24","EAST",21,7,136,25,9,4,2
"2023-04-25","EAST",18,4,134,23,7,5,3
"2023-04-26","EAST",15,3,122,21,6,6,3
"2023-04-27","EAST",14,3,118,19,4,5,1
"2023-04-28","EAST",15,5,107,21,8,6,3
"2023-04-29","EAST",16,5,119,22,8,6,3
"2023-04-30","EAST",17,7,125,22,10,5,3
"2023-05-01","EAST",17,8,114,20,10,3,2
"2023-05-02","EAST",16,8,111,18,10,2,2
"2023-05-03","EAST",16,6,108,18,8,2,2
"2023-05-04","EAST",12,4,107,17,7,5,3
"2023-05-05","EAST",14,2,89,18,4,4,2
"2023-05-06","EAST",15,2,96,19,4,4,2
"2023-05-07","EAST",15,3,99,18,4,3,1
"2023-05-08","EAST",13,4,83,15,5,2,1
"2023-05-09","EAST",13,4,81,16,5,3,1
"2023-05-10","EAST",12,3,82,15,4,3,1
"2023-05-11","EAST",11,2,83,13,3,2,1
"2023-05-12","EAST",9,2,78,11,4,2,2
"2023-05-13","EAST",10,2,81,12,4,2,2
"2023-05-14","EAST",11,2,92,13,4,2,2
"2023-05-15","EAST",8,3,70,10,5,2,2
"2023-05-16","EAST",7,2,72,10,3,3,1
